2 ^ Sàlvum me fac, Deus, quóniam intravérunt aquae usque ad ànimam meam. 
3 ^ Infíxus sum in limo profùndi et non est substànția. Vëni in altitúdinem maris, et tempèstas demèrsit me. 
4 ^ Laborávi clamans~; raucae fàctae sunt faučes meae~; defečérunt òculi mei, dum spero in Deum meum. 
5 ^ Multiplicáti sunt super capìllos cápitis mei qui odérunt me gratïs. confortáti sunt qui persecúti sunt me inimíci mei injúste~; quae non rápui, tunc exsolvébam. 
6 ^ Deus, tu scïs insapiențiam meam, et delìcta mea a te non sunt abscòndita. 
7 ^ Non erubéscant in me qui exspèctant te, Dòmine, Dòmine virtútum. Non confundàntur super me qui quaerunt te, Deus Israhélis. 
8 ^ Quóniam pròpter te sustìnui oppróbrium~; opèruit confúsio fàčiem meam. 
9 ^ Extráneus fàctus sum frátribus meïs, et peregrínus fíliïs matris meae. 
10 ^ Quóniam zelus domüs tuae comédit me, et oppróbria exprobràntium tìbi caduérunt super me. 
11 ^ Et opèrui in jejúnio ànimam meam, et fàctum est in oppróbrium mìhi. 
12 ^ Et pósui vestimèntum meum cilìčium, et fàctus sum illïs in parábolam. 
13 ^ Advèrsum me loquebàntur qui sědébant in porta, et in me psallébant qui bibébant vínum. 
14 ^ Ego vero orațiónem meam ad te Dòmine~; tempus benepláčití, Deus. In multitúdine misericórdiae tuae, exáudi me in veritáte salútis tuae. 
15 ^ Éripe me de luto, ut non infígar~; líbera me ab eïs qui odérunt me, et de profùndïs aquárum. 
16 ^ Non me demèrgat tempèstas aquae, nèque absórbeat me profùndum, nèque ùrǧeat super me púteus os suum. 
17 ^ Exáudi me, Dòmine, quóniam benígna est misericórdia tua~; secùndum multitúdinem miserațiónum tuárum rèspiče in me. 
18 ^ Et ne avèrtas fàčiem tuam a púero tuo~; quóniam trìbulor, velóčiter exáudi me. 
19 ^ Intènde ànimae meae, et líbera eam~; pròpter inimícos meos éripe me. 
20 ^ Tu scïs impropèrium meum, et confusiónem meam, et reverènțiam meam~; in conspèctu tuo sunt òmnes qui trìbulant me. 
21 ^ Impropèrium expectávit cor meum et misèriam, et sustìnui qui sìmul contrystarétur, et non fuit, et qui consolarétur, et non invéni. 
22 ^ Et dedérunt in escam meam fel, et in sìti mea potavérunt me ačéto. 
23 ^ Fiat mènsa eórum coram ìpsïs in làqueum, et in retribuțiónes, et in scándalum. 
24 ^ Obscurèntur òculi eórum, ne vìdeant, et dorsum eórum sèmper incùrva. 
25 ^ Effùnde super eos iram tuam, et furor irae tuae comprehèndat eos. 
26 ^ Fiat habitázio eórum desèrta, et in tabernáculïs eórum non sit qui inhábitet. 
27 ^ Quóniam quem tu percussìsti persecúti sunt, et super dolórem vùlnerum meórum addidérunt. 
28 ^ Appóne iniquitátem super iniquitátem eórum, et non intrent in justìțiam tuam. 
29 ^ Deleàntur de lìbro vivèntium, et cum justïs non scribàntur. 
30 ^ Ego sum pauper et dolens~; sàlüs tua, Deus, susčépit me. 
31 ^ Laudábo nomen Dei cum càntico, et magnificábo eum in laude~; 
32 ^ Et plačébit Deo super vìtulum novèllum, córnua producèntem et ùngulas. 
33 ^ Vìdeant páuperes et laetèntur~; quáerite Deum, et vivet ànima vèstra. 
34 ^ Quóniam exaudívit páuperes Dòminus, et vinctos suos non despèxit. 
35 ^ Laudent illum čaeli et terra~; mare, et òmnia reptìlia in eïs. 
36 ^ Quóniam Deus sàlvam fàčiet Siónem, et aedificabùntur čivitátes Judae. Et inhabitábunt ìbi, et hereditáte acquírent eam. 
37 ^ Et semen servórum ejus possidébit eam~; et qui díligunt nomen ejus, habitábunt in ea. 
