2 ^ Bonum est confitéri Dòmino, et psàllere nómini tuo, Altìssime, 
3 ^ ad adnunziándum mane misericórdiam tuam, et veritátem tuam per nòctem, 
4 ^ in decachórdo, psaltério, cum càntico in zìtara. 
5 ^ Quia delectavìsti me, Dòmine, in factúra tua, et in opèribus mànuum tuárum exsultábo. 
6 ^ Quam magnificáta sunt ópera tua, Dòmine. Nimis profùndae factae sunt coğitaziónes tuae. 
7 ^ Vìr insápiens non cognóscet, et stultus non intèlleget haec. 
8 ^ Quum exórti fúerint peccatóres sicut foenum, et apparúerint òmnes qui operàntur iniquitátem, ut intéreant in sáeculum sáeculi~; 
9 ^ tu autem Altìssimus in aetèrnum, Dòmine. 
10 ^ Quóniam ecçe inimíci tui, Dòmine, quóniam ecçe inimíci tui períbunt, et dispergèntur òmnes qui operàntur iniquitátem. 
11 ^ Et exaltábitur sicut unicórnis cornu meum, et senèctûs mea in misericórdia úberi. 
12 ^ Et despèxit òculus meus inimícos meos, et in insurgèntibus in me malignàntibus áudiet auris mea. 
13 ^ Justus ut palma florébit~; sicut cédrus Lìbani multiplicábitur. 
14 ^ Plantáti in domu Dòmini, in átriîs domus Dei nostri florébunt. 
15 ^ Adhûc multiplicábuntur in senècta úberi, et bène patièntes èrunt, 
16 ^ ut adnúnzient quóniam rectus Dòminus Deus noster, et non est iníquitas in eo. 
